Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,phase_sync_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,max_repeated_frames,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_brightness,screen_dimming,screen_power_consumption,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_frag_inst_per_pixel,avg_vert_inst_per_pixel,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale,dynres_recommendation_percentage,dynres_recommendation_width,dynres_recommendation_height
31003,2651,899,53,37,9999,0,1504,0,3699,5563,5,4,1478,525,2000,1,0,1,36,72,53,0,0,36,0,0,1440,1584,11835,2424,315,56,50,50,44,52,42,42,56,89,95,0,0,8850,1013,0,694,181,875,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,101,0,0,0
32002,2651,899,53,37,9999,0,1588,0,3699,5874,5,4,1478,525,2000,1,0,1,43,72,51,0,0,36,0,0,1440,1584,16752,2507,324,42,50,47,52,56,42,35,42,95,88,0,0,8850,1013,0,694,181,875,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,101,0,0,0
33003,2651,899,53,37,9999,0,1442,0,3699,5333,5,4,1478,525,2000,1,0,1,39,72,51,0,0,35,0,0,1440,1584,18153,2500,327,36,52,44,54,42,35,28,36,95,85,0,0,8850,1013,0,694,181,875,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,101,0,0,0
34003,2651,899,53,37,9999,0,1528,0,3699,5652,5,4,1478,525,2000,1,0,1,39,72,53,0,0,33,0,0,1440,1584,8033,2334,319,56,52,50,50,50,52,56,52,90,98,0,0,8850,1013,0,694,181,875,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,101,0,0,0
35003,2651,899,53,37,9999,0,1471,0,3699,5441,5,4,1766,525,2000,1,0,1,68,72,49,0,17,11,0,0,1440,1584,18667,2465,320,38,44,42,42,52,30,38,35,100,79,0,0,8850,1013,0,694,181,875,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,101,0,0,0
36003,2651,899,53,37,9999,0,1436,0,3699,5311,5,4,1478,525,2000,1,0,1,37,72,53,1,1,36,0,0,1440,1584,19227,2458,323,42,50,50,45,52,42,39,38,95,89,0,0,8850,1013,0,694,181,875,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,101,0,0,0
37003,2651,899,53,37,9999,0,1467,0,3699,5426,5,4,1478,525,2000,1,0,1,36,72,53,0,0,36,0,0,1440,1584,15177,2476,319,31,47,47,31,54,30,31,31,91,84,0,0,8850,1013,0,694,181,875,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,101,0,0,0
38003,2651,899,53,37,9999,0,1557,0,3699,5759,5,4,1670,525,2000,1,0,1,50,72,50,0,3,24,0,0,1440,1584,9478,2348,312,55,52,52,50,52,54,52,55,94,98,0,0,8850,1013,0,694,181,875,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,101,0,0,0
39025,2707,893,53,37,9999,0,1463,0,3700,5413,5,4,1478,525,2000,1,0,1,63,72,53,0,35,13,0,0,1440,1584,17060,2429,312,42,50,47,44,47,36,35,42,95,90,0,0,8837,1007,0,689,179,869,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,101,0,0,0
40004,2707,893,53,37,9999,0,1435,0,3700,5309,5,4,1478,525,2000,1,0,1,42,72,51,0,0,35,0,0,1440,1584,12760,2477,320,50,47,50,42,39,35,36,50,89,92,0,0,8837,1007,0,689,179,869,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,101,0,0,0
